pl_name,hostname,default_flag,pl_bmassprov,pl_controv_flag,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_logg,st_loggerr1,st_loggerr2,st_logglim
TOI-1246 b,TOI-1246,1,Mass,0,3.01,0.06,-0.06,0,8.1,1.1,-1.1,0,4.30744,2e-05,-2e-05,0,955.0,,,0,5151.0,100.0,-100.0,0,0.86,0.05,-0.05,0,0.87,0.03,-0.03,0,4.4,0.1,-0.1,0
TOI-1266 c,TOI-1266,1,Mass,0,1.56,0.15,-0.13,0,2.2,2.0,-1.5,0,18.80151,0.00067,-0.00069,0,344.0,16.0,-16.0,0,3600.0,150.0,-150.0,0,0.42,0.02,-0.02,0,0.45,0.03,-0.03,0,4.85,0.05,-0.05,0
HAT-P-22 b,HAT-P-22,0,Mass,0,11.882,0.829,-0.829,0,696.68336,24.47291,-24.47291,0,3.21223328,5.8e-07,-5.8e-07,0,1293.0,29.0,-29.0,0,5314.0,50.0,-50.0,0,1.06,0.05,-0.05,0,0.94,0.04,-0.04,0,4.36,0.04,-0.04,0
HAT-P-22 b,HAT-P-22,0,Mass,0,12.106,0.65,-0.65,0,682.352,19.387,-19.387,0,3.21222,9e-06,-9e-06,0,1283.0,32.0,-32.0,0,5302.0,80.0,-80.0,0,1.04,0.04,-0.04,0,0.92,0.04,-0.04,0,4.36,0.04,-0.04,0
HAT-P-24 b,HAT-P-24,0,Mass,0,14.751,,,0,217.71355,10.48839,-10.48839,0,3.3552464,,,0,,,,0,6373.0,,,0,1.32,,,0,1.19,0.04,-0.04,0,,,,0
HAT-P-24 b,HAT-P-24,0,Mass,0,13.922,0.751,-0.751,0,229.79109,9.85273,-9.5349,0,3.3552479,6.2e-06,-6.2e-06,0,,,,0,6373.0,80.0,-80.0,0,1.32,0.07,-0.07,0,1.19,0.04,-0.04,0,,,,0
HAT-P-24 b,HAT-P-24,0,Mass,0,,,,0,227.24845,11.12405,-11.12405,0,,,,0,,,,0,,,,0,,,,0,1.19,0.04,-0.04,0,,,,0
WASP-32 b,WASP-32,0,Mass,0,13.339,0.673,-0.673,0,1144.188,22.2481,-22.2481,0,2.718659,8e-06,-8e-06,0,,,,0,6100.0,100.0,-100.0,0,,,,0,1.1,0.03,-0.03,0,4.39,,,0
WASP-38 b,WASP-38,0,Mass,0,,,,0,859.73015,24.15508,-24.15508,0,,,,0,,,,0,,,,0,,,,0,1.23,0.04,-0.04,0,,,,0
WASP-38 b,WASP-38,0,Mass,0,12.263,0.325,-0.314,0,855.245,18.433,-18.433,0,6.871815,4.5e-05,-4.2e-05,0,,,,0,6150.0,80.0,,0,1.33,0.03,,0,1.2,0.04,,0,,,,0
WASP-44 b,WASP-44,1,Mass,0,12.33,0.908,-0.852,0,276.5121,20.02329,-19.70546,0,2.423804,8e-06,-8e-06,0,1337.0,43.0,-42.0,0,5420.0,100.0,-100.0,0,0.91,0.05,-0.05,0,0.94,0.05,-0.05,0,4.49,0.04,-0.04,0
HAT-P-33 b,HAT-P-33,0,Mass,0,18.898,0.504,-0.504,0,209.7678,44.4962,-44.4962,0,3.474474,1e-06,-1e-06,0,,,,0,6446.0,88.0,-88.0,0,1.64,0.03,-0.03,0,1.38,0.04,-0.04,0,,,,0
Qatar-2 b,Qatar-2,0,Mass,0,12.89,0.336,-0.336,0,826.358,286.047,-286.047,0,1.33711655,4e-08,-4e-08,0,,,,0,4645.0,50.0,-50.0,0,0.71,0.02,-0.02,0,0.74,0.04,-0.04,0,4.6,0.02,-0.02,0
HAT-P-35 b,HAT-P-35,0,Mass,0,14.93,1.098,-1.098,0,334.979,10.488,-10.488,0,3.646706,2.1e-05,-2.1e-05,0,1581.0,45.0,-45.0,0,6096.0,88.0,,0,1.44,0.08,,0,1.24,0.05,,0,,,,0
HAT-P-35 b,HAT-P-35,1,Mass,0,14.93,1.098,-1.098,0,335.62848,10.48839,-10.48839,0,3.646706,2.1e-05,-2.1e-05,0,,,,0,6096.0,88.0,-88.0,0,1.44,0.08,-0.08,0,1.24,0.05,-0.05,0,,,,0
HAT-P-36 b,HAT-P-36,0,Mass,0,14.617,0.28,-0.28,0,588.62116,30.19385,-30.19385,0,1.32734683,4.8e-07,-4.8e-07,0,1788.0,15.0,-15.0,0,5620.0,40.0,-40.0,0,1.04,0.02,-0.02,0,1.03,0.04,-0.04,0,4.42,0.01,-0.01,0
HAT-P-36 b,HAT-P-36,0,Mass,0,12.89,1.121,-1.121,0,486.2799,101.7056,-101.7056,0,1.32735,3e-06,-3e-06,0,,,,0,5560.0,100.0,-100.0,0,1.0,0.09,-0.09,0,0.78,0.25,-0.25,0,4.37,0.04,-0.04,0
CoRoT-2 b,CoRoT-2,0,Mass,0,16.432,0.471,-0.493,0,1048.839,60.3877,-57.2094,0,1.74299673,3.1e-07,-3.1e-07,0,,,,0,5625.0,120.0,-120.0,0,0.9,0.02,-0.02,0,0.97,0.06,-0.06,0,,,,0
CoRoT-5 b,CoRoT-5,0,Mass,0,14.079,0.516,-0.504,0,145.88397,16.84499,-10.17056,0,4.0379156,1.2e-06,-1.2e-06,0,1397.0,15.0,-15.0,0,,,,0,1.11,0.04,-0.03,0,0.99,0.07,-0.07,0,4.34,0.02,-0.02,0
CoRoT-6 b,CoRoT-6,0,Mass,0,13.07,0.392,-0.392,0,937.5985,88.9924,-88.9924,0,8.886593,4e-05,-4e-05,0,,,,0,6090.0,50.0,-50.0,0,1.02,0.03,-0.03,0,1.05,0.05,-0.05,0,,,,0
HAT-P-14 b,HAT-P-14,0,Mass,0,12.89,0.583,-0.583,0,709.367,18.751,-18.751,0,4.627669,5e-06,-5e-06,0,1570.0,34.0,-34.0,0,6600.0,90.0,-90.0,0,1.47,0.05,-0.05,0,1.39,0.04,-0.04,0,4.25,0.03,-0.03,0
HAT-P-25 b,HAT-P-25,0,Mass,0,13.339,0.908,-0.628,0,180.202,6.992,-6.992,0,3.652836,1.9e-05,-1.9e-05,0,1202.0,36.0,-36.0,0,5500.0,80.0,-80.0,0,0.96,0.05,-0.04,0,1.01,0.03,-0.03,0,4.48,0.04,-0.04,0
HAT-P-34 b,HAT-P-34,0,Mass,0,,,,0,1249.0719,88.9924,-88.9924,0,,,,0,,,,0,,,,0,,,,0,1.39,0.05,-0.05,0,,,,0
HAT-P-36 b,HAT-P-36,0,Mass,0,14.168,0.796,-0.796,0,582.24,31.464,-31.464,0,1.327347,3e-06,-3e-06,0,1823.0,55.0,-55.0,0,5560.0,100.0,,0,1.1,0.06,,0,1.02,0.05,,0,,,,0
HAT-P-3 b,HAT-P-3,0,Mass,0,10.615,0.347,-0.347,0,185.61272,8.89924,-8.89924,0,2.899736,2e-06,-2e-06,0,1189.0,16.0,-16.0,0,5185.0,50.0,-50.0,0,0.87,0.02,-0.02,0,0.9,0.06,-0.06,0,4.51,0.02,-0.02,0
TOI-849 b,TOI-849,1,Mass,0,3.444,0.157,-0.115,0,39.09,2.66,-2.55,0,0.76552414,2.62e-06,-2.79e-06,0,,,,0,5373.8,42.5,-41.2,0,0.92,0.03,-0.02,0,0.93,0.02,-0.02,0,4.48,0.03,-0.04,0
HAT-P-54 b,HAT-P-54,1,Mass,0,10.581,0.314,-0.314,0,241.5508,10.17056,-10.17056,0,3.799847,1.4e-05,-1.4e-05,0,818.0,12.0,-12.0,0,4390.0,50.0,-50.0,0,0.62,0.01,-0.01,0,0.65,0.02,-0.02,0,4.67,0.01,-0.01,0
WASP-106 b,WASP-106,0,Mass,0,12.162,0.516,-0.314,0,606.73747,25.10857,-25.10857,0,9.289715,1e-05,-1e-05,0,,,,0,6000.0,150.0,-150.0,0,1.39,0.05,-0.03,0,1.19,0.05,-0.05,0,,,,0
WASP-94 A b,WASP-94 A,1,Mass,0,17.71,1.457,-1.457,0,158.915,41.3179,-41.3179,0,3.95019,4e-06,-4e-06,0,,,,0,6170.0,80.0,-80.0,0,1.48,0.12,-0.12,0,1.67,0.64,-0.64,0,4.27,0.07,-0.07,0
WASP-78 b,WASP-78,0,Mass,0,19.055,1.233,-1.233,0,282.857,25.425,-25.425,0,2.17517632,4.7e-06,-4.7e-06,0,2350.0,80.0,-80.0,0,6100.0,150.0,,0,2.2,0.12,-0.12,0,1.33,0.09,-0.09,0,3.88,0.04,-0.04,0
WASP-117 b,WASP-117,1,Mass,0,11.882,0.785,-0.785,0,95.349,15.8915,-15.8915,0,10.02165,0.00055,-0.00055,0,,,,0,6040.0,90.0,-90.0,0,1.22,0.06,-0.06,0,1.29,0.3,-0.3,0,4.28,0.16,-0.16,0
WASP-69 b,WASP-69,0,Mass,0,11.848,0.191,-0.191,0,82.6358,5.87986,-5.87986,0,3.8681382,1.7e-06,-1.7e-06,0,963.0,18.0,-18.0,0,4700.0,50.0,-50.0,0,0.81,0.03,-0.03,0,0.83,0.03,-0.03,0,,,,0
HATS-13 b,HATS-13,0,Mass,0,13.585,0.392,-0.392,0,188.15536,27.65121,-31.14734,0,3.0440499,2.7e-06,-2.7e-06,0,,,,0,5523.0,69.0,-69.0,0,0.89,0.02,-0.02,0,0.96,0.03,-0.03,0,,,,0
TOI-2193 A b,TOI-2193 A,1,Mass,0,19.84,,,0,298.7587,57.20911,-57.20911,0,2.1225735,1.6e-06,-1.6e-06,0,1763.0,21.0,-22.0,0,5966.0,73.0,-72.0,0,1.25,0.03,-0.03,0,1.08,0.05,-0.05,0,4.28,0.03,-0.02,0
HATS-14 b,HATS-14,0,Mass,0,11.657,0.336,-0.224,0,340.0781,22.2481,-22.2481,0,2.766764,3e-06,-2e-06,0,,,,0,5408.0,65.0,-65.0,0,0.93,0.02,-0.02,0,0.97,0.02,-0.02,0,,,,0
HAT-P-50 b,HAT-P-50,1,Mass,0,14.437,0.717,-0.717,0,429.0705,23.20159,-23.20159,0,3.1220109,6.5e-06,-6.5e-06,0,1862.0,34.0,-34.0,0,6280.0,49.0,-49.0,0,1.7,0.07,-0.07,0,1.27,0.05,-0.12,0,4.07,0.03,-0.03,0
WASP-126 b,WASP-126,1,Mass,0,,,,0,90.3,,,0,3.28883,3.71e-05,-3.71e-05,0,,,,0,5800.0,,,0,1.27,,,0,1.12,,,0,,,,0
WASP-18 b,WASP-18,0,Mass,0,13.451,0.56,-0.56,0,3635.9752,479.9233,-479.9233,0,0.94145,1e-06,-1e-06,0,,,,0,6431.0,48.0,-48.0,0,1.29,0.05,-0.05,0,1.46,0.29,-0.29,0,4.47,0.13,-0.13,0
WASP-18 b,WASP-18,0,Mass,0,,,,0,3314.82,,,0,0.94124,2.34e-06,-2.34e-06,0,,,,0,6400.0,,,0,1.23,,,0,1.22,,,0,,,,0
WASP-18 b,WASP-18,0,Mass,0,13.058,0.639,-0.639,0,3314.9669,120.7754,-120.7754,0,,,,0,,,,0,6400.0,100.0,-100.0,0,1.23,0.05,-0.05,0,1.28,0.07,-0.07,0,4.37,0.03,-0.03,0
HAT-P-9 b,HAT-P-9,1,Mass,0,15.614,0.751,-0.729,0,238.05467,20.34112,-20.02329,0,3.92281072,1.02e-06,-1.02e-06,0,1540.0,32.0,-30.0,0,6350.0,150.0,-150.0,0,1.34,0.07,-0.06,0,1.28,0.06,-0.06,0,4.29,0.03,-0.04,0
WASP-13 b,WASP-13,1,Mass,0,13.675,1.569,-1.569,0,114.4188,28.6047,-28.6047,0,4.35301,3e-06,-3e-06,0,,,,0,5950.0,70.0,-70.0,0,1.37,0.15,-0.15,0,0.72,0.25,-0.25,0,4.06,0.1,-0.1,0
WASP-16 b,WASP-16,0,Mass,0,11.299,0.93,-0.673,0,288.58964,14.30235,-22.56593,0,3.1186068,1.2e-06,-1.2e-06,0,,,,0,5700.0,150.0,-150.0,0,0.95,0.06,-0.05,0,1.02,0.07,-0.13,0,,,,0
WASP-25 b,WASP-25,1,Mass,0,11.994,1.121,-1.121,0,139.8452,31.783,-31.783,0,3.76483,5e-06,-5e-06,0,,,,0,5750.0,100.0,-100.0,0,0.8,0.08,-0.08,0,0.67,0.22,-0.22,0,4.5,0.15,-0.15,0
WASP-26 b,WASP-26,0,Mass,0,14.796,0.897,-0.897,0,324.18498,9.53485,-9.53485,0,2.7566,1e-05,-1e-05,0,1660.0,40.0,-40.0,0,5950.0,100.0,-100.0,0,1.34,0.06,-0.06,0,1.12,0.03,-0.03,0,4.3,0.2,-0.2,0
WASP-35 b,WASP-35,0,Mass,0,14.796,0.56,-0.56,0,228.828,19.069,-19.069,0,3.161575,2e-06,-2e-06,0,,,,0,5990.0,90.0,,0,1.09,0.03,,0,1.07,0.03,,0,,,,0
WASP-45 b,WASP-45,0,Mass,0,13.002,3.138,-1.569,0,320.041,16.844,-16.844,0,3.1260876,3.5e-06,-3.5e-06,0,,,,0,5140.0,200.0,,0,0.94,0.09,,0,0.91,0.06,,0,,,,0
WASP-46 b,WASP-46,0,Mass,0,13.159,0.37,-0.37,0,603.877,34.9613,-34.9613,0,1.43037,2.3e-06,-2.3e-06,0,,,,0,5600.0,150.0,-150.0,0,0.86,0.02,-0.02,0,0.83,0.07,-0.07,0,,,,0
WASP-5 b,WASP-5,0,Mass,0,13.171,0.628,-0.628,0,505.3497,16.84499,-16.52716,0,1.62842953,5.2e-07,-5.2e-07,0,,,,0,5770.0,65.0,-65.0,0,1.09,0.04,-0.04,0,1.03,0.04,-0.04,0,,,,0
WASP-8 b,WASP-8,1,Mass,0,12.666,0.56,-0.56,0,807.2882,104.8839,-104.8839,0,8.15872,1.5e-05,-1.5e-05,0,,,,0,5600.0,80.0,-80.0,0,1.03,0.04,-0.04,0,1.34,0.26,-0.26,0,4.5,0.1,-0.1,0
WASP-47 b,WASP-47,0,Mass,0,12.71,0.44,-0.44,0,370.0,29.0,-29.0,0,4.1591282,4.6e-06,-4.6e-06,0,,,,0,5576.0,103.92,-132.56,0,1.11,0.06,-0.06,0,0.98,0.1,-0.16,0,4.34,0.1,-0.07,0
WASP-57 b,WASP-57,1,Mass,0,11.769,0.594,-0.594,0,204.68252,19.70546,-19.70546,0,2.83891856,8.1e-07,-8.1e-07,0,1338.0,29.0,-29.0,0,5600.0,100.0,-100.0,0,0.93,0.03,-0.03,0,0.89,0.07,-0.07,0,4.45,0.03,-0.03,0
WASP-64 b,WASP-64,0,Mass,0,14.247,0.437,-0.437,0,388.07043,23.20159,-22.56593,0,1.5732918,1.5e-06,-1.5e-06,0,,,,0,5550.0,150.0,-150.0,0,1.06,0.03,-0.03,0,1.0,0.03,-0.03,0,,,,0
WASP-72 b,WASP-72,0,Mass,0,14.235,2.242,-2.242,0,459.58218,17.16282,-16.84499,0,2.2167421,8.1e-06,-8.1e-06,0,,,,0,6250.0,100.0,-100.0,0,1.98,0.24,-0.24,0,1.39,0.06,-0.06,0,,,,0
WASP-73 b,WASP-73,1,Mass,0,15.917,2.466,-2.466,0,908.9938,292.4036,-292.4036,0,4.08722,0.00022,-0.00022,0,,,,0,6030.0,120.0,-120.0,0,2.55,0.38,-0.38,0,2.52,1.22,-1.22,0,3.93,0.05,-0.05,0
WASP-101 b,WASP-101,0,Mass,0,15.8,0.56,-0.56,0,158.91,12.71,-12.71,0,3.585722,4e-06,-4e-06,0,1560.0,35.0,-35.0,0,6400.0,110.0,-110.0,0,1.29,0.04,-0.04,0,1.34,0.07,-0.07,0,4.34,0.02,-0.02,0
55 Cnc e,55 Cnc,0,Mass,0,,,,0,8.13928,0.23201,-0.23201,0,0.7365515,1.5e-06,-1.5e-06,0,,,,0,,,,0,,,,0,0.95,,,0,,,,0
CoRoT-1 b,CoRoT-1,1,Mass,0,16.7,0.9,-0.9,0,327.35,38.14,-38.14,0,1.5089557,6.4e-06,-6.4e-06,0,1898.0,50.0,-50.0,0,5950.0,150.0,-150.0,0,1.11,0.05,-0.05,0,0.95,0.15,-0.15,0,4.25,0.3,-0.3,0
HAT-P-12 b,HAT-P-12,0,Mass,0,10.301,0.258,-0.258,0,63.88383,3.49613,-3.49613,0,3.21305992,3.5e-07,-3.5e-07,0,955.0,11.0,-11.0,0,4665.0,45.0,-45.0,0,0.68,0.01,-0.01,0,0.69,0.04,-0.04,0,4.61,0.01,-0.01,0
HAT-P-22 b,HAT-P-22,0,Mass,0,12.106,0.65,-0.65,0,682.69884,19.70546,-19.70546,0,3.2122312,1.2e-06,-1.2e-06,0,1463.0,19.0,-19.0,0,5302.0,,,0,,,,0,,,,0,4.36,,,0
TOI-1260 b,TOI-1260,0,Mass,0,2.34,0.11,-0.09,0,8.6,1.4,-1.5,0,3.12748,4.7e-05,-3.8e-05,0,860.0,47.0,-31.0,0,4227.0,85.0,-85.0,0,0.65,0.01,-0.01,0,0.66,0.01,-0.01,0,4.57,0.05,-0.05,0
TOI-1260 c,TOI-1260,0,Mass,0,2.82,0.15,-0.15,0,11.8,3.4,-3.2,0,7.49325,0.00015,-0.00013,0,643.0,35.0,-23.0,0,4227.0,85.0,-85.0,0,0.65,0.01,-0.01,0,0.66,0.01,-0.01,0,4.57,0.05,-0.05,0
TOI-1260 b,TOI-1260,1,Mass,0,2.41,0.05,-0.05,0,8.56,1.54,-1.54,0,3.127463,5e-06,-5e-06,0,871.0,24.0,-24.0,0,4227.0,85.0,-85.0,0,0.67,0.01,-0.01,0,0.68,0.1,-0.06,0,4.57,0.05,-0.05,0
TOI-1260 c,TOI-1260,1,Mass,0,2.76,0.07,-0.07,0,13.2,4.23,-4.23,0,7.493134,2e-05,-2e-05,0,651.0,18.0,-18.0,0,4227.0,85.0,-85.0,0,0.67,0.01,-0.01,0,0.68,0.1,-0.06,0,4.57,0.05,-0.05,0
TOI-1260 d,TOI-1260,1,Mass,0,3.12,0.08,-0.08,0,11.84,7.79,-7.79,0,16.608164,8.3e-05,-8.3e-05,0,499.0,14.0,-14.0,0,4227.0,85.0,-85.0,0,0.67,0.01,-0.01,0,0.68,0.1,-0.06,0,4.57,0.05,-0.05,0
KMT-2019-BLG-0414L b,KMT-2019-BLG-0414L,1,Mass,0,,,,0,1452.47582,1188.67824,-654.72652,0,,,,0,,,,0,,,,0,,,,0,0.74,0.43,-0.38,0,,,,0
KMT-2019-BLG-0414L b,KMT-2019-BLG-0414L,0,Mass,0,,,,0,1353.94901,1055.19031,-594.33912,0,,,,0,,,,0,,,,0,,,,0,0.74,0.43,-0.38,0,,,,0
KMT-2019-BLG-0414L b,KMT-2019-BLG-0414L,0,Mass,0,,,,0,619.76539,559.378,-295.58042,0,,,,0,,,,0,,,,0,,,,0,0.74,0.43,-0.38,0,,,,0
KMT-2019-BLG-0414L b,KMT-2019-BLG-0414L,0,Mass,0,,,,0,680.15279,556.19971,-305.11527,0,,,,0,,,,0,,,,0,,,,0,0.74,0.43,-0.38,0,,,,0
GJ 3470 b,GJ 3470,0,Mass,0,4.83,0.22,-0.21,0,13.9,1.5,-1.4,0,3.33665,5e-05,-5e-05,0,,,,0,3600.0,100.0,-100.0,0,0.57,0.04,-0.03,0,0.54,0.05,-0.04,0,4.66,0.04,-0.04,0
HAT-P-29 b,HAT-P-29,0,Mass,0,,,,0,245.68259,16.52716,-16.20933,0,,,,0,,,,0,,,,0,,,,0,1.21,0.05,-0.05,0,,,,0
HAT-P-32 b,HAT-P-32,0,Mass,0,20.131,0.314,-0.303,0,273.3338,52.12412,-52.12412,0,2.1500085,2e-07,-2e-07,0,1779.0,26.0,-26.0,0,,,,0,1.22,0.02,-0.02,0,1.16,0.04,-0.04,0,,,,0
HAT-P-29 b,HAT-P-29,0,Mass,0,12.408,1.569,-0.919,0,214.85308,11.12405,-10.80622,0,5.72339,1e-06,-1e-06,0,,,,0,6087.0,88.0,-88.0,0,1.22,0.13,-0.07,0,1.21,0.05,-0.05,0,,,,0
HAT-P-32 b,HAT-P-32,0,Mass,0,20.053,0.28,-0.28,0,238.3725,41.3179,-41.3179,0,2.15000825,1.2e-07,-1.2e-07,0,,,,0,6207.0,88.0,-88.0,0,1.22,0.02,-0.02,0,1.16,0.04,-0.04,0,,,,0
HAT-P-32 b,HAT-P-32,1,Mass,0,22.194,0.504,-0.504,0,216.1244,34.9613,-31.783,0,2.1500082,1.3e-07,-1.3e-07,0,1835.7,6.8,-6.9,0,6001.0,88.0,-88.0,0,1.37,0.03,-0.03,0,1.13,0.05,-0.05,0,4.22,0.04,-0.04,0
HAT-P-29 b,HAT-P-29,0,Mass,0,11.926,0.841,-0.762,0,243.77561,14.93801,-14.30235,0,5.72339,1.3e-05,-1.3e-05,0,1271.0,39.0,-37.0,0,6115.0,86.0,-86.0,0,1.24,0.08,-0.07,0,1.2,0.06,-0.06,0,4.33,0.04,-0.04,0
HAT-P-16 b,HAT-P-16,0,Mass,0,14.46,,,0,1332.66119,29.87602,-29.87602,0,2.77596,,,0,,,,0,6158.0,80.0,-80.0,0,,,,0,1.2,,,0,,,,0
HAT-P-16 b,HAT-P-16,1,Mass,0,14.448,0.74,-0.74,0,1332.605,29.875,-29.875,0,2.77596,3e-06,-3e-06,0,1626.0,40.0,-40.0,0,6158.0,80.0,-80.0,0,1.24,0.05,-0.05,0,1.22,0.04,-0.04,0,4.34,0.03,-0.03,0
GPX-1 b,GPX-1,1,Mass,0,16.477,1.121,-1.121,0,6261.21962,508.52545,-508.52545,0,1.744579,8e-06,-8e-06,0,2300.0,48.0,-48.0,0,7000.0,200.0,-200.0,0,1.56,0.1,-0.1,0,1.68,0.1,-0.1,0,4.27,0.05,-0.05,0
nu Oct A b,nu Oct A,0,Mass,1,,,,0,670.61794,6.35657,-6.35657,0,414.8,3.6,-2.6,0,,,,0,4860.0,40.0,-40.0,0,5.81,0.12,-0.12,0,1.61,,,0,3.12,0.1,-0.1,0
K2-18 b,K2-18,1,Mass,0,2.37,0.22,-0.22,0,8.92,1.7,-1.6,0,32.939623,9.5e-05,-0.0001,0,284.0,15.0,-15.0,0,3457.0,39.0,-39.0,0,0.41,0.04,-0.04,0,0.36,0.05,-0.05,0,,,,0
WASP-183 b,WASP-183,1,Mass,0,16.477,10.536,-3.699,0,159.55066,14.93801,-14.93801,0,4.1117771,5.1e-06,-5.1e-06,0,1111.0,30.0,-30.0,0,5313.0,72.0,-72.0,0,0.87,0.04,-0.04,0,0.78,0.04,-0.04,0,4.45,0.04,-0.04,0
WASP-175 b,WASP-175,1,Mass,0,13.54,0.908,-0.908,0,314.6517,41.3179,-41.3179,0,3.0652907,1.1e-06,-1.6e-06,0,1571.0,49.0,-49.0,0,6229.0,100.0,-100.0,0,1.2,0.06,-0.06,0,1.21,0.04,-0.04,0,4.36,0.04,-0.04,0
WASP-180 A b,WASP-180 A,1,Mass,0,13.899,0.448,-0.448,0,286.047,31.783,-31.783,0,3.409264,1e-06,-1e-06,0,1540.0,40.0,-40.0,0,6600.0,200.0,-200.0,0,1.19,0.06,-0.06,0,1.3,0.1,-0.1,0,4.42,0.01,-0.01,0
WASP-184 b,WASP-184,1,Mass,0,14.908,1.009,-1.009,0,181.1631,31.783,-31.783,0,5.1817,1e-05,-1e-05,0,1480.0,50.0,-50.0,0,6000.0,100.0,-100.0,0,1.65,0.09,-0.09,0,1.23,0.07,-0.07,0,4.09,0.05,-0.05,0
WASP-192 b,WASP-192,1,Mass,0,13.787,0.897,-0.897,0,731.009,50.8528,-50.8528,0,2.8786765,2.8e-06,-2.8e-06,0,1620.0,60.0,-60.0,0,5910.0,145.0,-145.0,0,1.32,0.07,-0.07,0,1.09,0.06,-0.06,0,4.24,0.05,-0.05,0
NGTS-9 b,NGTS-9,1,Mass,0,11.994,0.673,-0.673,0,921.707,54.0311,-54.0311,0,4.43527,2e-05,-2e-05,0,1448.0,36.0,-36.0,0,6330.0,130.0,-130.0,0,1.38,0.04,-0.04,0,1.34,0.05,-0.05,0,4.37,0.2,-0.2,0
WASP-94 A b,WASP-94 A,0,Mass,0,19.28,0.67,-0.56,0,143.653,11.124,-10.17,0,3.9501907,4.4e-06,-3e-06,0,1604.0,25.0,-22.0,0,6153.0,75.0,-76.0,0,1.62,0.05,-0.04,0,1.45,0.09,-0.09,0,4.18,0.01,-0.02,0
WASP-69 b,WASP-69,0,Mass,0,9.113,0.314,-0.314,0,82.632,5.403,-5.403,0,3.8681382,1.7e-06,-1.7e-06,0,963.0,18.0,-18.0,0,4715.0,50.0,-50.0,0,0.81,0.03,-0.03,0,0.83,0.03,-0.03,0,4.54,0.02,-0.02,0
WASP-20 b,WASP-20,0,Mass,0,16.388,0.661,-0.661,0,98.84513,6.03877,-5.72094,0,4.8996284,3.3e-06,-3.3e-06,0,,,,0,5940.0,100.0,-100.0,0,1.39,0.04,-0.04,0,1.2,0.04,-0.04,0,,,,0
XO-2 N b,XO-2 N,1,Mass,0,11.131,0.135,-0.135,0,179.89178,7.94575,-7.94575,0,2.61586178,,,0,,,,0,,,,0,0.99,0.01,-0.01,0,0.97,,,0,4.43,0.01,-0.01,0
XO-2 N b,XO-2 N,0,Mass,0,11.422,0.347,-0.347,0,189.737,6.674,-6.674,0,2.61585922,2.8e-07,-2.8e-07,0,,,,0,5332.0,57.0,-57.0,0,1.01,0.1,-0.07,0,0.97,0.05,-0.05,0,4.44,0.08,-0.08,0
XO-2 N b,XO-2 N,0,Mass,0,11.018,0.325,-0.314,0,179.89178,17.48065,-17.48065,0,2.615857,,,0,1319.0,24.0,-23.0,0,5340.0,80.0,,0,,,,0,,,,0,,,,0
XO-2 N b,XO-2 N,0,Mass,0,11.164,0.347,-0.202,0,179.566,17.162,-17.162,0,2.615864,1.6e-06,-1.6e-06,0,,,,0,,,,0,0.98,0.02,,0,0.97,0.03,,0,,,,0
WASP-10 b,WASP-10,0,Mass,0,11.96,0.762,-0.762,0,1004.3428,82.6358,-82.6358,0,3.0927616,1e-06,-1e-06,0,972.0,31.0,-31.0,0,4675.0,100.0,-100.0,0,0.7,0.04,-0.04,0,0.75,0.09,-0.09,0,4.62,0.05,-0.05,0
WASP-11 b,WASP-11,0,Mass,0,11.097,0.258,-0.258,0,156.37236,7.62792,-7.62792,0,3.72247967,4.5e-07,-4.5e-07,0,992.0,14.0,-14.0,0,4900.0,65.0,-65.0,0,0.77,0.01,-0.01,0,0.81,0.04,-0.04,0,4.57,0.02,-0.02,0
XO-4 b,XO-4,0,Mass,0,14.46,4.259,-0.673,0,483.41943,50.8528,-48.94582,0,4.12502,2e-05,-2e-05,0,1630.0,169.0,-36.0,0,6397.0,70.0,-70.0,0,1.53,0.36,-0.07,0,1.28,0.07,-0.04,0,4.18,0.03,-0.17,0
WASP-74 b,WASP-74,1,Mass,0,15.244,1.121,-1.121,0,228.8376,38.1396,-38.1396,0,2.13775,1e-06,-1e-06,0,,,,0,5990.0,110.0,-110.0,0,1.42,0.1,-0.1,0,0.98,0.24,-0.24,0,4.39,0.07,-0.07,0
WASP-74 b,WASP-74,0,Mass,0,17.486,0.673,-0.673,0,300.03152,19.38763,-18.75197,0,2.13775,1e-06,-1e-06,0,,,,0,5990.0,110.0,-110.0,0,1.64,0.05,-0.05,0,1.48,0.12,-0.12,0,,,,0
HAT-P-56 b,HAT-P-56,0,Mass,0,16.432,0.448,-0.448,0,692.8694,79.4575,-79.4575,0,2.7908327,4.7e-06,-4.7e-06,0,1840.0,21.0,-21.0,0,6566.0,50.0,-50.0,0,1.43,0.03,-0.03,0,1.3,0.04,-0.04,0,4.24,0.01,-0.01,0
