pl_name,hostname,default_flag,pl_bmassprov,pl_controv_flag,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_logg,st_loggerr1,st_loggerr2,st_logglim
CoRoT-7 b,CoRoT-7,0,Mass,0,1.528,0.065,-0.065,0,6.056,0.653,-0.653,0,0.8535,5.9e-07,-5.9e-07,0,,,,0,5250.0,60.0,-60.0,0,,,,0,0.92,0.02,-0.02,0,,,,0
CoRoT-7 c,CoRoT-7,0,Mass,0,,,,0,13.289,0.689,-0.689,0,3.697,0.005,-0.005,0,,,,0,5250.0,60.0,-60.0,0,,,,0,0.92,0.02,-0.02,0,,,,0
CoRoT-7 d,CoRoT-7,1,Mass,0,,,,0,17.142,2.552,-2.552,0,8.966,1.546,-1.546,0,,,,0,5250.0,60.0,-60.0,0,,,,0,0.92,0.02,-0.02,0,,,,0
OGLE-2019-BLG-0362L b,OGLE-2019-BLG-0362L,1,Mass,0,,,,0,1036.12061,263.79758,-184.34048,0,,,,0,,,,0,,,,0,,,,0,0.42,0.34,-0.23,0,,,,0
OGLE-2019-BLG-0362L b,OGLE-2019-BLG-0362L,0,Mass,0,,,,0,1061.54688,247.90616,-184.34048,0,,,,0,,,,0,,,,0,,,,0,0.45,0.33,-0.24,0,,,,0
Kepler-462 b,Kepler-462,1,Mass,0,3.0,0.2,-0.1,0,53.9,104.6,-23.8,0,84.6866,0.0007,-0.001,0,,,,0,7500.0,300.0,-300.0,0,1.57,0.08,-0.06,0,1.59,0.08,-0.08,0,4.22,0.04,-0.04,0
HAT-P-23 b,HAT-P-23,0,Mass,0,15.334,1.009,-1.009,0,626.1251,38.1396,-38.1396,0,1.21288287,1.7e-07,-1.7e-07,0,,,,0,5905.0,80.0,-80.0,0,1.2,0.07,-0.07,0,1.13,0.04,-0.04,0,,,,0
Kepler-244 d,Kepler-244,0,Mass,0,2.32,0.83,-0.18,0,15.2,20.0,-13.0,0,20.051,,,0,,,,0,,,,0,0.8,,,0,0.88,,,0,,,,0
Kepler-327 c,Kepler-327,0,Mass,0,1.18,0.11,-0.11,0,20.3,27.1,-17.7,0,5.212,,,0,,,,0,,,,0,0.54,,,0,0.58,,,0,,,,0
Kepler-276 d,Kepler-276,0,Mass,0,2.74,1.2,-0.26,0,18.4,21.1,-9.2,0,48.646,,,0,,,,0,,,,0,1.03,,,0,1.1,,,0,,,,0
Kepler-23 c,Kepler-23,0,Mass,0,3.2,0.1,-0.1,0,60.2,11.4,-10.4,0,10.742,,,0,,,,0,,,,0,1.55,,,0,1.08,,,0,,,,0
KOI-1257 b,KOI-1257,1,Mass,0,10.54,1.35,-1.35,0,460.83,111.24,-111.24,0,86.647661,3.4e-05,-3.4e-05,0,511.0,50.0,-50.0,0,5520.0,80.0,-80.0,0,1.13,0.14,-0.14,0,0.99,0.05,-0.05,0,4.32,0.1,-0.1,0
OGLE-2013-BLG-0341L B b,OGLE-2013-BLG-0341L B,1,Mass,0,,,,0,1.66,0.18,-0.18,0,,,,0,,,,0,,,,0,,,,0,0.11,0.01,-0.01,0,,,,0
Kepler-60 b,Kepler-60,1,Mass,0,1.71,0.13,-0.13,0,4.19,0.56,-0.52,0,7.1334,0.0001,-0.0001,0,,,,0,5905.0,144.0,-144.0,0,1.26,0.09,-0.09,0,1.04,0.08,-0.08,0,,,,0
Kepler-60 c,Kepler-60,1,Mass,0,1.9,0.15,-0.15,0,3.85,0.81,-0.81,0,8.9187,0.0002,-0.0002,0,,,,0,5905.0,144.0,-144.0,0,1.26,0.09,-0.09,0,1.04,0.08,-0.08,0,,,,0
Kepler-60 d,Kepler-60,1,Mass,0,1.99,0.16,-0.16,0,4.16,0.84,-0.75,0,11.8981,0.0002,-0.0002,0,,,,0,5905.0,144.0,-144.0,0,1.26,0.09,-0.09,0,1.04,0.08,-0.08,0,,,,0
Kepler-60 b,Kepler-60,0,Mass,0,,,,0,4.1,0.7,-0.7,0,7.132,0.0005,-0.0005,0,,,,0,5883.0,122.0,-122.0,0,1.47,,,0,1.07,,,0,4.13,,,0
Kepler-60 c,Kepler-60,0,Mass,0,,,,0,4.8,1.0,-1.0,0,8.9177,0.0006,-0.0006,0,,,,0,5883.0,122.0,-122.0,0,1.47,,,0,1.07,,,0,4.13,,,0
HD 219828 c,HD 219828,1,Mass,0,,,,0,5406.99115,814.42736,-708.1976,0,4789.87297306,90.67080838,-80.73006375,0,,,,0,,,,0,,,,0,1.04,0.12,-0.12,0,,,,0
HD 29985 b,HD 29985,1,Mass,0,,,,0,1881.53397,475.76549,-509.62891,0,20608.14048834,4708.95643945,-7737.11195398,0,,,,0,,,,0,,,,0,0.75,0.09,-0.09,0,,,,0
HD 30177 b,HD 30177,1,Mass,0,,,,0,2761.28875,304.01798,-246.01537,0,2514.53421506,5.21644669,-4.34065156,0,,,,0,,,,0,,,,0,0.98,0.12,-0.12,0,,,,0
HD 30177 c,HD 30177,1,Mass,0,,,,0,2084.54271,285.64758,-238.41101,0,12085.45185585,583.05318377,-440.70331608,0,,,,0,,,,0,,,,0,0.98,0.12,-0.12,0,,,,0
HD 25912 c,HD 25912,1,Mass,0,,,,0,5253.17758,436.89329,-444.98016,0,26308.65618751,2095.17440555,-2794.64410471,0,,,,0,,,,0,,,,0,1.08,0.13,-0.13,0,,,,0
HD 56957 b,HD 56957,1,Mass,0,,,,0,1893.34292,902.73324,-1291.77449,0,5859.089924,2325.96289388,-959.68303546,0,,,,0,,,,0,,,,0,1.03,0.13,-0.13,0,,,,0
HD 62364 c,HD 62364,1,Mass,0,,,,0,7882.56267,893.04699,-887.82046,0,74839.94554588,8275.85573349,-6864.79047325,0,,,,0,,,,0,,,,0,1.19,0.16,-0.16,0,,,,0
HD 66428 c,HD 66428,1,Mass,0,,,,0,768.2868,105.91322,-547.42818,0,10478.84436542,3362.50247787,-1953.18726553,0,,,,0,,,,0,,,,0,1.01,0.13,-0.13,0,,,,0
HD 7449 b,HD 7449,1,Mass,0,,,,0,2652.63439,916.04211,-912.44504,0,1270.55194905,10.75632991,-7.38672442,0,,,,0,,,,0,,,,0,1.2,0.09,-0.09,0,,,,0
HD 80869 b,HD 80869,1,Mass,0,,,,0,1797.84225,624.70765,-365.41048,0,1752.92067283,37.01649589,-33.60282876,0,,,,0,,,,0,,,,0,1.06,0.13,-0.13,0,,,,0
HD 87883 b,HD 87883,1,Mass,0,,,,0,1705.47518,162.7089,-188.22409,0,3309.22117629,27.48456295,-30.46482264,0,,,,0,,,,0,,,,0,0.81,0.09,-0.09,0,,,,0
HD 88072 b,HD 88072,1,Mass,0,,,,0,2565.90908,431.32572,-373.61261,0,18538.79292976,8925.77795772,-3716.76085697,0,,,,0,,,,0,,,,0,1.04,0.13,-0.13,0,,,,0
HD 97037 b,HD 97037,1,Mass,0,,,,0,6674.04272,656.63335,-624.1097,0,6449.08337344,141.95599965,-153.98637772,0,,,,0,,,,0,,,,0,1.06,0.13,-0.13,0,,,,0
HD 93351 c,HD 93351,1,Mass,0,,,,0,4230.46976,556.77777,-508.97546,0,14010.29409878,5932.2883486,-1538.69000167,0,,,,0,,,,0,,,,0,0.94,0.12,-0.12,0,,,,0
GJ 2030 c,GJ 2030,1,Mass,0,,,,0,4067.84698,748.29814,-677.89003,0,25533.11353048,2549.01187087,-2322.57167558,0,,,,0,,,,0,,,,0,0.96,0.12,-0.12,0,,,,0
KOI-984 c,KOI-984,1,Mass,0,,,,0,209.8,40.0,-40.0,0,21.512,0.0004,-0.0004,0,597.0,52.0,-46.0,0,5295.0,150.0,-150.0,0,0.82,0.03,-0.03,0,0.93,0.03,-0.03,0,4.54,0.15,-0.15,0
Kepler-60 d,Kepler-60,0,Mass,0,,,,0,3.8,1.1,-1.1,0,11.903,0.001,-0.001,0,,,,0,5883.0,122.0,-122.0,0,1.47,,,0,1.07,,,0,4.13,,,0
Kepler-419 b,Kepler-419,0,Mass,0,10.761,1.345,-1.345,0,820.0014,247.9074,-238.3725,0,69.7547,0.0009,-0.0009,0,,,,0,6430.0,79.0,-79.0,0,1.75,0.08,-0.07,0,1.39,0.08,-0.07,0,,,,0
OGLE-2015-BLG-0966L b,OGLE-2015-BLG-0966L,1,Mass,0,,,,0,21.0,2.0,-2.0,0,,,,0,,,,0,,,,0,,,,0,0.38,0.04,-0.04,0,,,,0
OGLE-2015-BLG-0966L b,OGLE-2015-BLG-0966L,0,Mass,0,,,,0,21.0,2.0,-2.0,0,,,,0,,,,0,,,,0,,,,0,0.38,0.04,-0.04,0,,,,0
WASP-84 b,WASP-84,0,Mass,0,10.94,0.28,-0.28,0,218.34921,10.48839,-10.48839,0,8.5234962,3.7e-06,-3.7e-06,0,833.0,13.0,-13.0,0,5280.0,80.0,-80.0,0,0.77,0.02,-0.02,0,0.85,0.06,-0.06,0,4.6,0.01,-0.01,0
K2-138 f,K2-138,1,Mass,0,2.904,0.164,-0.111,0,1.63,2.12,-1.18,0,12.75758,0.0005,-0.00048,0,,,,0,5356.3,41.8,-13.1,0,0.86,0.03,-0.02,0,0.94,0.02,-0.02,0,4.54,0.02,-0.04,0
K2-132 b,K2-132,1,Mass,0,14.572,0.785,-0.785,0,155.7367,19.0698,-19.0698,0,9.1751,0.0023,-0.0027,0,,,,0,4840.0,90.0,-90.0,0,3.85,0.13,-0.13,0,1.08,0.08,-0.08,0,3.3,0.01,-0.01,0
WASP-3 b,WASP-3,0,Mass,0,15.693,0.336,-0.336,0,629.3034,19.0698,-19.0698,0,1.8468355,7e-07,-7e-07,0,,,,0,6400.0,100.0,-100.0,0,1.36,0.02,-0.02,0,1.23,0.03,-0.03,0,4.26,0.01,-0.01,0
HD 149026 b,HD 149026,0,Mass,0,9.09,0.325,-0.303,0,102.34126,4.44962,-3.81396,0,2.8758916,1.4e-06,-1.4e-06,0,,,,0,6160.0,50.0,-50.0,0,1.53,0.05,-0.05,0,1.34,0.02,-0.02,0,,,,0
TOI-1516 b,TOI-1516,1,Mass,0,15.244,0.336,-0.336,0,1004.33777,38.13941,-38.13941,0,2.056014,2e-06,-2e-06,0,,,,0,6520.0,90.0,-90.0,0,1.14,0.02,-0.02,0,1.14,0.06,-0.06,0,4.25,0.15,-0.15,0
HAT-P-19 b,HAT-P-19,0,Mass,0,12.689,0.807,-0.807,0,90.26372,5.08528,-5.08528,0,4.008778,6e-06,-6e-06,0,,,,0,4990.0,130.0,-130.0,0,0.82,0.05,-0.05,0,0.84,0.04,-0.04,0,,,,0
TrES-2 b,TrES-2,0,Mass,0,13.025,0.224,-0.269,0,457.6752,66.7443,-66.7443,0,2.4706132,2e-08,-2e-08,0,,,,0,5850.0,50.0,-50.0,0,0.95,0.02,-0.02,0,0.94,0.05,-0.05,0,4.45,0.01,-0.01,0
HAT-P-11 b,HAT-P-11,0,Mass,0,4.82,0.224,-0.224,0,28.6047,3.1783,-3.1783,0,4.88782,7e-06,-7e-06,0,,,,0,4708.0,84.0,-84.0,0,0.77,0.03,-0.03,0,0.88,0.14,-0.14,0,4.37,0.22,-0.22,0
TOI-3807 b,TOI-3807,1,Mass,0,18.495,,,-1,330.54154,47.67426,-44.49598,0,2.8989727,3.8e-06,-3.9e-06,0,1646.0,25.0,-24.0,0,5772.0,84.0,-80.0,0,1.47,0.04,-0.04,0,1.18,0.06,-0.09,0,4.17,0.03,-0.04,0
Kepler-27 c,Kepler-27,1,Mass,0,4.9,,,0,4385.87,,,1,31.3309,,,0,,,,0,5400.0,60.0,-60.0,0,0.59,0.15,-0.15,0,0.65,0.16,-0.16,0,5.4,0.2,-0.2,0
K2-146 c,K2-146,0,Mass,0,2.59,1.81,-0.39,0,7.1,0.9,-0.9,0,3.9663,0.0002,-2e-05,0,,,,0,3385.0,70.0,-70.0,0,0.35,0.04,-0.04,0,0.36,0.04,-0.04,0,4.91,0.04,-0.04,0
KMT-2021-BLG-0320L b,KMT-2021-BLG-0320L,1,Mass,0,,,,0,31.78284,41.31769,-22.24799,0,,,,0,,,,0,,,,0,,,,0,0.32,0.39,-0.21,0,,,,0
KMT-2021-BLG-0320L b,KMT-2021-BLG-0320L,0,Mass,0,,,,0,31.78284,41.31769,-22.24799,0,,,,0,,,,0,,,,0,,,,0,0.32,0.39,-0.21,0,,,,0
KMT-2021-BLG-1303L b,KMT-2021-BLG-1303L,1,Mass,0,,,,0,120.77479,69.92225,-63.56568,0,,,,0,,,,0,,,,0,,,,0,0.57,0.32,-0.29,0,,,,0
WASP-89 b,WASP-89,1,Mass,0,11.657,0.448,-0.448,0,1875.197,127.132,-127.132,0,3.3564227,2.5e-06,-2.5e-06,0,1120.0,20.0,-20.0,0,5130.0,90.0,-90.0,0,0.88,0.03,-0.03,0,0.92,0.08,-0.08,0,4.51,0.02,-0.02,0
KMT-2016-BLG-1820L b,KMT-2016-BLG-1820L,1,Mass,0,,,,0,1450.0,1600.0,-680.0,0,,,,0,,,,0,,,,0,,,,0,0.04,0.04,-0.02,0,,,,0
Kepler-68 c,Kepler-68,0,Mass,0,,,,0,2.04,1.72,-1.78,0,9.6051,,,0,,,,0,5875.23,113.48,-162.41,0,1.26,0.06,-0.08,0,1.06,0.13,-0.14,0,4.26,0.1,-0.06,0
Kepler-107 e,Kepler-107,0,Mass,0,2.903,0.035,-0.035,0,8.6,3.6,-3.6,0,14.749143,1.9e-05,-1.9e-05,0,955.0,12.0,-12.0,0,5854.0,61.0,-61.0,0,1.45,0.01,-0.01,0,1.24,0.03,-0.03,0,4.21,0.01,-0.01,0
Kepler-107 c,Kepler-107,0,Mass,0,1.597,0.026,-0.026,0,9.39,1.77,-1.77,0,4.901452,1e-05,-1e-05,0,1379.0,17.0,-17.0,0,5854.0,61.0,-61.0,0,1.45,0.01,-0.01,0,1.24,0.03,-0.03,0,4.21,0.01,-0.01,0
Kepler-107 b,Kepler-107,0,Mass,0,1.536,0.025,-0.025,0,3.51,1.52,-1.52,0,3.1800218,2.9e-06,-2.9e-06,0,1593.0,19.0,-19.0,0,5854.0,61.0,-61.0,0,1.45,0.01,-0.01,0,1.24,0.03,-0.03,0,4.21,0.01,-0.01,0
Kepler-107 d,Kepler-107,0,Mass,0,0.86,0.06,-0.06,0,3.8,,,1,7.95839,0.00012,-0.00012,0,1173.0,14.0,-14.0,0,5854.0,61.0,-61.0,0,1.45,0.01,-0.01,0,1.24,0.03,-0.03,0,4.21,0.01,-0.01,0
WASP-166 b,WASP-166,1,Mass,0,7.062,0.336,-0.336,0,32.10083,1.58915,-1.58915,0,5.44354,4e-06,-4e-06,0,1270.0,30.0,-30.0,0,6050.0,50.0,-50.0,0,1.22,0.06,-0.06,0,1.19,0.06,-0.06,0,4.34,0.05,-0.05,0
GJ 357 b,GJ 357,1,Mass,0,1.217,0.084,-0.083,0,1.84,0.31,-0.31,0,3.93072,8e-05,-6e-05,0,525.0,11.0,-9.0,0,3505.0,51.0,-51.0,0,0.34,0.01,-0.01,0,0.34,0.01,-0.01,0,4.94,0.07,-0.07,0
K2-36 c,K2-36,0,Mass,0,3.2,0.3,-0.3,0,7.8,2.3,-2.3,0,5.340888,8.6e-05,-8.6e-05,0,788.0,9.0,-9.0,0,4916.0,35.0,-37.0,0,0.72,0.01,-0.01,0,0.79,0.01,-0.01,0,4.62,0.01,-0.0,0
K2-36 b,K2-36,0,Mass,0,1.43,0.08,-0.08,0,3.9,1.1,-1.1,0,1.422614,3.8e-05,-3.8e-05,0,1224.0,13.0,-13.0,0,4916.0,35.0,-37.0,0,0.72,0.01,-0.01,0,0.79,0.01,-0.01,0,4.62,0.01,-0.0,0
GJ 9827 b,GJ 9827,0,Mass,0,1.577,0.027,-0.031,0,4.91,0.49,-0.49,0,1.2089819,6.93e-06,-7.14e-06,0,,,,0,4340.0,40.0,-53.0,0,0.6,0.01,-0.0,0,0.61,0.02,-0.01,0,4.66,0.01,-0.01,0
GJ 9827 c,GJ 9827,0,Mass,0,1.241,0.024,-0.026,0,0.84,,,0,3.6480957,6.33e-05,-6.21e-05,0,,,,0,4340.0,40.0,-53.0,0,0.6,0.01,-0.0,0,0.61,0.02,-0.01,0,4.66,0.01,-0.01,0
GJ 9827 d,GJ 9827,0,Mass,0,2.022,0.046,-0.043,0,4.04,0.82,-0.84,0,6.2014698,6.26e-05,-6.11e-05,0,,,,0,4340.0,40.0,-53.0,0,0.6,0.01,-0.0,0,0.61,0.02,-0.01,0,4.66,0.01,-0.01,0
Kepler-10 b,Kepler-10,0,Mass,0,1.489,0.023,-0.021,0,3.57,0.51,-0.53,0,0.837,,,0,,,,0,5708.0,28.0,-28.0,0,1.07,0.02,-0.01,0,0.91,0.05,-0.04,0,4.34,0.0,-0.0,0
Kepler-78 b,Kepler-78,0,Mass,0,1.228,0.018,-0.019,0,1.77,0.24,-0.25,0,0.355,,,0,,,,0,5121.0,44.0,-44.0,0,0.75,0.01,-0.01,0,0.78,0.03,-0.05,0,4.61,0.06,-0.06,0
HD 3167 b,HD 3167,0,Mass,0,1.626,0.048,-0.054,0,5.59,0.98,-0.96,0,0.96,,,0,,,,0,5261.0,60.0,-60.0,0,0.88,0.01,-0.01,0,0.84,0.05,-0.04,0,4.47,0.05,-0.05,0
EPIC 220674823 b,EPIC 220674823,0,Mass,0,1.712,0.068,-0.068,0,7.72,0.8,-0.79,0,0.571,,,0,,,,0,5496.0,46.0,-46.0,0,0.98,0.02,-0.02,0,0.9,0.06,-0.05,0,4.42,0.05,-0.05,0
K2-131 b,K2-131,0,Mass,0,1.651,0.065,-0.056,0,6.3,1.4,-1.4,0,0.369,,,0,,,,0,5200.0,100.0,-100.0,0,0.74,0.01,-0.01,0,0.79,0.02,-0.04,0,4.62,0.1,-0.1,0
GJ 9827 b,GJ 9827,0,Mass,0,1.571,0.033,-0.039,0,4.89,0.43,-0.42,0,1.209,,,0,,,,0,4255.0,110.0,-110.0,0,0.6,0.01,-0.01,0,0.61,0.02,-0.01,0,4.7,0.15,-0.15,0
K2-141 b,K2-141,0,Mass,0,1.493,0.041,-0.035,0,5.16,0.35,-0.34,0,0.28,,,0,,,,0,4599.0,79.0,-79.0,0,0.69,0.01,-0.01,0,0.71,0.02,-0.01,0,4.62,0.02,-0.03,0
Kepler-538 b,Kepler-538,0,Mass,0,2.215,0.04,-0.034,0,10.6,2.5,-2.4,0,81.73778,0.00013,-0.00013,0,380.0,,,0,5547.0,50.0,-50.0,0,0.87,0.01,-0.01,0,0.89,0.05,-0.04,0,4.51,0.1,-0.1,0
WASP-39 b,WASP-39,0,Mass,0,14.336,0.448,-0.448,0,89.31023,10.17056,-10.17056,0,4.0552941,3.4e-06,-3.4e-06,0,1166.0,14.0,-14.0,0,5485.0,50.0,-50.0,0,0.94,0.02,-0.02,0,0.91,0.05,-0.05,0,4.45,0.01,-0.01,0
HAT-P-15 b,HAT-P-15,0,Mass,0,,,,0,649.32669,26.06206,-25.4264,0,,,,0,,,,0,,,,0,,,,0,1.01,0.04,-0.04,0,,,,0
WASP-33 b,WASP-33,0,Mass,0,16.78,0.504,-0.504,0,1303.0,,,1,1.2198669,1.2e-06,-1.2e-06,0,,,,0,7430.0,100.0,,0,1.44,0.03,,0,1.5,0.03,,0,,,,0
WASP-43 b,WASP-43,0,Mass,0,11.276,0.191,-0.191,0,635.02434,25.10857,-25.10857,0,0.81347398,4e-08,-4e-08,0,1426.7,8.5,-8.5,0,4500.0,100.0,-100.0,0,0.65,0.01,-0.01,0,0.69,0.04,-0.04,0,4.5,0.2,-0.2,0
WASP-31 b,WASP-31,0,Mass,0,17.228,0.673,-0.673,0,151.92274,9.5349,-9.5349,0,3.405909,5e-06,-5e-06,0,,,,0,6300.0,100.0,-100.0,0,1.24,0.04,-0.04,0,1.16,0.03,-0.03,0,,,,0
HD 80653 b,HD 80653,0,Mass,0,1.613,0.071,-0.071,0,5.6,0.43,-0.43,0,0.719573,2.1e-05,-2.1e-05,0,,,,0,,,,0,1.22,0.01,-0.01,0,1.18,0.04,-0.04,0,4.34,0.02,-0.02,0
TOI-677 b,TOI-677,1,Mass,0,13.115,0.336,-0.336,0,392.83788,21.93027,-21.29461,0,11.2366,0.00011,-0.00011,0,1252.0,21.0,-21.0,0,6295.0,77.0,-77.0,0,1.28,0.03,-0.03,0,1.18,0.06,-0.06,0,4.29,0.03,-0.03,0
K2-3 b,K2-3,0,Mass,0,,,,0,6.48,0.99,-0.93,0,10.054626,1e-05,-1.1e-05,0,,,,0,3896.0,189.0,-189.0,0,0.56,0.07,-0.07,0,0.6,0.09,-0.09,0,4.73,0.06,-0.06,0
K2-3 c,K2-3,0,Mass,0,,,,0,2.14,1.08,-1.04,0,24.646582,4.1e-05,-4e-05,0,,,,0,3896.0,189.0,-189.0,0,0.56,0.07,-0.07,0,0.6,0.09,-0.09,0,4.73,0.06,-0.06,0
K2-3 d,K2-3,0,Mass,0,,,,0,2.80007,,,1,44.55646,0.00011,-0.0001,0,,,,0,3896.0,189.0,-189.0,0,0.56,0.07,-0.07,0,0.6,0.09,-0.09,0,4.73,0.06,-0.06,0
K2-3 b,K2-3,0,Mass,0,2.29,0.23,-0.23,0,6.6,1.1,-1.1,0,10.05454,3e-05,-3e-05,0,,,,0,3835.0,70.0,-70.0,0,0.6,0.06,-0.06,0,0.62,0.06,-0.06,0,4.66,0.05,-0.05,0
K2-3 c,K2-3,0,Mass,0,1.77,0.18,-0.18,0,3.1,1.3,-1.2,0,24.64638,0.00017,-0.00017,0,,,,0,3835.0,70.0,-70.0,0,0.6,0.06,-0.06,0,0.62,0.06,-0.06,0,4.66,0.05,-0.05,0
K2-3 d,K2-3,0,Mass,0,1.65,0.17,-0.17,0,1.8,,,1,44.55764,0.00042,-0.00042,0,,,,0,3835.0,70.0,-70.0,0,0.6,0.06,-0.06,0,0.62,0.06,-0.06,0,4.66,0.05,-0.05,0
HATS-38 b,HATS-38,1,Mass,0,6.882,0.191,-0.191,0,23.51942,3.49613,-3.49613,0,4.375021,1e-05,-1e-05,0,1294.0,10.0,-10.0,0,5732.0,25.0,-25.0,0,1.1,0.02,-0.02,0,0.89,0.02,-0.01,0,4.3,0.01,-0.01,0
HD 86226 b,HD 86226,1,Mass,0,,,,0,143.0235,12.7132,-15.8915,0,1628.0,22.0,-21.0,0,176.0,4.0,-4.0,0,5863.0,88.0,-88.0,0,1.05,0.03,-0.03,0,1.02,0.06,-0.07,0,4.4,0.03,-0.03,0
WASP-127 b,WASP-127,1,Mass,0,14.695,0.28,-0.325,0,52.3466,6.80156,-5.46668,0,4.17806203,8.8e-07,-5.3e-07,0,,,,0,,,,0,1.33,0.03,-0.03,0,0.95,0.02,-0.02,0,,,,0
K2-111 b,K2-111,0,Mass,0,1.82,0.11,-0.09,0,5.29,0.76,-0.77,0,5.3518,0.0004,-0.0004,0,,,,0,5775.0,60.0,-60.0,0,1.25,0.02,-0.02,0,0.84,0.02,-0.02,0,4.25,0.15,-0.15,0
TOI-942 b,TOI-942,0,Mass,0,4.242,0.376,-0.313,0,16.0,,,1,4.3263,0.0011,-0.0011,0,,,,0,4969.0,100.0,-100.0,0,0.89,0.07,-0.05,0,0.88,0.04,-0.04,0,,,,0
Kepler-1655 b,Kepler-1655,0,Mass,0,2.213,0.082,-0.082,0,5.0,3.1,-2.8,0,11.8728787,8.5e-06,-8.5e-06,0,,,,0,6148.0,71.0,-71.0,0,1.03,0.02,-0.02,0,1.03,0.04,-0.04,0,4.36,0.1,-0.1,0
Kepler-454 b,Kepler-454,0,Mass,0,2.354,0.224,-0.224,0,6.05338,1.51018,-1.51018,0,10.57,7e-08,-7e-08,0,,,,0,5701.0,34.0,-34.0,0,1.05,0.07,-0.07,0,0.85,0.22,-0.22,0,4.37,0.06,-0.06,0
Kepler-68 b,Kepler-68,0,Mass,0,2.354,0.673,-0.673,0,6.3566,3.1783,-3.1783,0,5.39876,4e-06,-4e-06,0,,,,0,5793.0,74.0,-74.0,0,1.28,0.06,-0.06,0,1.19,0.18,-0.18,0,4.28,0.06,-0.06,0
Kepler-93 b,Kepler-93,0,Mass,0,1.569,0.112,-0.112,0,4.54426,0.84796,-0.84796,0,4.72674,1e-06,-1e-06,0,,,,0,5669.0,75.0,-75.0,0,0.98,0.04,-0.04,0,1.09,0.14,-0.14,0,4.47,0.03,-0.03,0
Kepler-37 b,Kepler-37,0,Mass,0,0.296,0.037,-0.037,0,3.1783,3.1783,-3.1783,0,13.36731,7.1e-05,-7.1e-05,0,,,,0,5417.0,75.0,-75.0,0,0.79,0.03,-0.03,0,0.87,0.15,-0.15,0,4.57,0.01,-0.01,0
HIP 116454 b,HIP 116454,0,Mass,0,2.466,0.112,-0.112,0,12.7132,3.1783,-3.1783,0,9.1205,0.0005,-0.0005,0,,,,0,5089.0,50.0,-50.0,0,0.72,0.02,-0.02,0,0.81,0.11,-0.11,0,4.59,0.03,-0.03,0
Kepler-78 b,Kepler-78,0,Mass,0,1.121,0.112,-0.112,0,1.96716,0.53449,-0.53449,0,0.35500744,6e-08,-6e-08,0,,,,0,5089.0,50.0,-50.0,0,0.75,0.03,-0.03,0,0.84,0.32,-0.32,0,4.6,0.1,-0.1,0
K2-38 b,K2-38,0,Mass,0,1.906,0.336,-0.336,0,19.0698,9.5349,-9.5349,0,4.01593,0.0005,-0.0005,0,,,,0,5757.0,60.0,-60.0,0,1.38,0.21,-0.21,0,2.24,1.67,-1.67,0,4.35,0.08,-0.08,0
K2-263 b,K2-263,0,Mass,0,2.41,0.12,-0.12,0,14.8,3.1,-3.1,0,50.818947,9.4e-05,-9.4e-05,0,470.0,10.0,-10.0,0,5368.0,44.0,-44.0,0,0.85,0.02,-0.02,0,0.88,0.03,-0.03,0,4.51,0.08,-0.08,0
KELT-11 b,KELT-11,1,Mass,0,15.132,1.121,-1.121,0,54.34893,4.76745,-4.76745,0,4.7361,3e-05,-3e-05,0,,,,0,5375.0,25.0,-25.0,0,2.69,0.04,-0.04,0,1.44,0.07,-0.07,0,3.7,0.1,-0.1,0
WASP-31 b,WASP-31,0,Mass,0,17.363,0.56,-0.56,0,155.41887,7.94575,-7.94575,0,3.405886,7.8e-07,-7.8e-07,0,,,,0,6300.0,100.0,-100.0,0,1.25,0.03,-0.03,0,1.17,0.03,-0.03,0,,,,0
WASP-39 b,WASP-39,0,Mass,0,14.235,0.448,-0.448,0,87.40325,13.34886,-13.66669,0,4.0552947,9.7e-07,-9.7e-07,0,,,,0,5400.0,150.0,-150.0,0,0.9,0.02,-0.02,0,0.93,0.03,-0.03,0,,,,0
WASP-43 b,WASP-43,0,Mass,0,11.613,0.213,-0.213,0,651.5515,15.8915,-16.52716,0,0.81347437,1.3e-07,-1.3e-07,0,,,,0,4400.0,200.0,-200.0,0,0.67,0.01,-0.01,0,0.72,0.03,-0.03,0,,,,0
Kepler-68 b,Kepler-68,0,Mass,0,,,,0,7.65,1.37,-1.32,0,5.3988,,,0,,,,0,5875.23,113.48,-162.41,0,1.26,0.06,-0.08,0,1.06,0.13,-0.14,0,4.26,0.1,-0.06,0
TOI-1181 b,TOI-1181,1,Mass,0,14.572,0.897,-0.897,0,375.03752,44.49598,-44.49598,0,2.103195,1.2e-05,-1.1e-05,0,,,,0,5990.0,95.0,-95.0,0,1.75,0.09,-0.09,0,1.19,0.18,-0.18,0,3.9,0.15,-0.15,0
