,m,T,a,p,wf,sys,ims
3093,0.004515419714152813,1143.7884728819479,0.05950000137090683,5.301276764188401,,"('Gen-O-s5', 'run_02')","{'collision_time': array([0.00124351, 0.01193618, 0.0178286 , 0.58427106]), 'mass_i': array([0.00451542, 0.00897828, 0.01765017, 0.02632053]), 'mass_j': array([0.00446286, 0.00867188, 0.00867037, 0.01619232]), 'particle_i': array([13, 13, 13, 13], dtype=int64), 'particle_j': array([12, 11, 10,  5], dtype=int64)}"
3103,0.005763792898505926,971.353300933738,0.08250000327825546,8.655376483805984,,"('Gen-O-s5', 'run_02')","{'collision_time': array([0.00195524, 0.03376715, 0.06176691, 0.53796308, 1.17475333]), 'mass_i': array([0.00576379, 0.01145495, 0.01707466, 0.03279928, 0.04844554]), 'mass_j': array([0.00569116, 0.0056197 , 0.01572463, 0.01564626, 0.01928019]), 'particle_i': array([33, 33, 33, 33, 33], dtype=int64), 'particle_j': array([32, 31, 28, 26, 20], dtype=int64)}"
3104,0.006477149203419685,899.0649419909819,0.09629999846220016,10.915520126473195,,"('Gen-O-s5', 'run_02')","{'collision_time': array([0.00543477, 0.00942658, 1.89464173]), 'mass_i': array([0.00647715, 0.01286935, 0.0191782 ]), 'mass_j': array([0.0063922 , 0.00630885, 0.03034252]), 'particle_i': array([42, 42, 42], dtype=int64), 'particle_j': array([41, 40, 39], dtype=int64)}"
3105,0.007313166279345751,827.7802038973855,0.1136000007390976,13.985323471167199,,"('Gen-O-s5', 'run_02')","{'collision_time': array([0.01013265, 0.15630833]), 'mass_i': array([0.00731317, 0.01452662]), 'mass_j': array([0.00721345, 0.01413485]), 'particle_i': array([51, 51], dtype=int64), 'particle_j': array([50, 49], dtype=int64)}"
3106,0.012363940477371216,583.9171656697556,0.22830000519752502,39.84408854271136,,"('Gen-O-s5', 'run_02')","{'collision_time': array([0.02753042, 0.07401623, 0.0773959 , 0.09606818, 0.13646092,
       0.28157409]), 'mass_i': array([0.01236394, 0.02395092, 0.04657737, 0.05745149, 0.06849856,
       0.08066172]), 'mass_j': array([0.01158698, 0.02262645, 0.01087413, 0.01104707, 0.01216316,
       0.01037724]), 'particle_i': array([86, 86, 86, 86, 86, 86], dtype=int64), 'particle_j': array([82, 81, 78, 79, 85, 75], dtype=int64)}"
3107,0.012992429547011852,564.703279138079,0.24410000443458557,44.051093688246766,,"('Gen-O-s5', 'run_02')","{'collision_time': array([0.01606558, 0.07023089, 0.11653313, 0.23779169]), 'mass_i': array([0.01299243, 0.02577058, 0.03833952, 0.05030696]), 'mass_j': array([0.01277815, 0.01256894, 0.01196744, 0.0117751 ]), 'particle_i': array([89, 89, 89, 89], dtype=int64), 'particle_j': array([88, 87, 84, 83], dtype=int64)}"
3108,0.01542286854237318,503.9517671840114,0.30649998784065247,61.97987655204052,,"('Gen-O-s5', 'run_02')","{'collision_time': array([0.04801337, 0.15048902, 0.29811117]), 'mass_i': array([0.01542287, 0.03057663, 0.04401195]), 'mass_j': array([0.01515376, 0.01343532, 0.01463409]), 'particle_i': array([99, 99, 99], dtype=int64), 'particle_j': array([98, 91, 96], dtype=int64)}"
3109,0.018850453197956085,440.58734699212533,0.4009999930858612,92.75163247659795,,"('Gen-O-s5', 'run_03')","{'collision_time': array([0.06230889, 0.08367995, 0.18139131, 0.77997967]), 'mass_i': array([0.01885045, 0.03700746, 0.05550697, 0.07332991]), 'mass_j': array([0.01815701, 0.01849951, 0.01782294, 0.06459602]), 'particle_i': array([110, 110, 110, 110], dtype=int64), 'particle_j': array([108, 109, 107, 105], dtype=int64)}"
3118,0.0048484764993190765,1090.143219312847,0.06549999862909317,6.123037945164117,,"('Gen-O-s5', 'run_03')","{'collision_time': array([0.00534239, 0.34980969, 4.40626691]), 'mass_i': array([0.00484848, 0.00958239, 0.03243037]), 'mass_j': array([0.00473391, 0.02284798, 0.03749979]), 'particle_i': array([19, 19, 19], dtype=int64), 'particle_j': array([17, 16, 10], dtype=int64)}"
3119,0.007213451899588108,837.418808740678,0.11100000143051147,13.507951450152765,,"('Gen-O-s5', 'run_03')","{'collision_time': array([0.01472907, 0.06119557, 0.1317504 , 6.8362244 ]), 'mass_i': array([0.00721345, 0.01432896, 0.0209804 , 0.04175673]), 'mass_j': array([0.00711551, 0.00665144, 0.02077633, 0.06158999]), 'particle_i': array([50, 50, 50, 50], dtype=int64), 'particle_j': array([49, 44, 48, 45], dtype=int64)}"
3120,0.009330321103334427,705.2564013882678,0.15649999678134918,22.61395449320576,,"('Gen-O-s5', 'run_03')","{'collision_time': array([0.01420563, 0.02304762, 0.02720721, 0.16408817, 1.14414748]), 'mass_i': array([0.00933032, 0.01825487, 0.02744768, 0.03624231, 0.05320443]), 'mass_j': array([0.00892454, 0.00919281, 0.00879463, 0.01696212, 0.03977054]), 'particle_i': array([68, 68, 68, 68, 68], dtype=int64), 'particle_j': array([65, 67, 64, 62, 59], dtype=int64)}"
3121,0.011775101535022259,602.5482360896872,0.21439999341964722,36.26119948223211,,"('Gen-O-s5', 'run_03')","{'collision_time': array([0.00911197, 0.06497815, 0.64310424, 5.0399133 ]), 'mass_i': array([0.0117751 , 0.02336208, 0.03390213, 0.06687799]), 'mass_j': array([0.01158698, 0.01054006, 0.03297585, 0.03936788]), 'particle_i': array([83, 83, 83, 83], dtype=int64), 'particle_j': array([82, 76, 80, 74], dtype=int64)}"
